€ﬂﬂﬂﬂﬂﬂﬂﬂﬂﬂ TRIM with various Incident Ion Energies/Angles and Depths ﬂﬂﬂﬂﬂﬂﬂﬂ€
€ Top 10 lines are user comments
with line #8 describing experiment.  €
€ Line #8 will be written into all TRIM output files ( various files: *.TXT).€
€ Data Table line consist of: EventName(5 char)+8 numbers separated by spaces.€
€ THe     Event Name consists of any 5 characters to identify that line.  €
€ Cos(X) = 1 for normal incidence
and Cos(X) = -1 for backwards.   €
ﬂﬂﬂﬂﬂﬂﬂﬂﬂﬂﬂﬂﬂﬂﬂﬂ Typical Data File is shown below ﬂﬂﬂﬂﬂﬂﬂﬂﬂﬂﬂﬂﬂﬂﬂﬂﬂﬂﬂﬂﬂﬂﬂﬂﬂﬂﬂﬂ
…Õ Ar Plasma Ions into Si (1000A thick) (Energies 20-80 keV
He     2 5304500 482.2943 1 1 1 0 0 
He     2 5304500 146.4149 2 2 1 0 0 
He     2 5304500 28.24389 3 3 1 0 0 
He     2 5304500 289.7748 4 4 1 0 0 
He     2 5304500 417.4738 5 5 1 0 0 
He     2 5304500 260.0919 6 6 1 0 0 
He     2 5304500 391.4781 7 7 1 0 0 
He     2 5304500 178.3915 8 8 1 0 0 
He     2 5304500 33.31365 9 9 1 0 0 
He     2 5304500 292.2614 10 10 1 0 0 
He     2 5304500 497.5994 11 11 1 0 0 
He     2 5304500 165.8522 12 12 1 0 0 
He     2 5304500 500.517 13 13 1 0 0 
He     2 5304500 29.87651 14 14 1 0 0 
He     2 5304500 369.8107 15 15 1 0 0 
He     2 5304500 511.6099 16 16 1 0 0 
He     2 5304500 154.7871 17 17 1 0 0 
He     2 5304500 204.8903 18 18 1 0 0 
He     2 5304500 436.3152 19 19 1 0 0 
He     2 5304500 260.118 20 20 1 0 0 
He     2 5304500 436.8269 21 21 1 0 0 
He     2 5304500 334.2558 22 22 1 0 0 
He     2 5304500 450.3161 23 23 1 0 0 
He     2 5304500 480.8293 24 24 1 0 0 
He     2 5304500 492.3396 25 25 1 0 0 
He     2 5304500 339.9263 26 26 1 0 0 
He     2 5304500 30.01646 27 27 1 0 0 
He     2 5304500 488.1972 28 28 1 0 0 
He     2 5304500 412.0284 29 29 1 0 0 
He     2 5304500 8.854862 1 101 1 0 0 
He     2 5304500 278.6194 2 112 1 0 0 
He     2 5304500 1.674696 3 123 1 0 0 
He     2 5304500 151.5962 4 134 1 0 0 
He     2 5304500 72.99459 5 145 1 0 0 
He     2 5304500 4.328023 6 156 1 0 0 
He     2 5304500 225.7149 7 167 1 0 0 
He     2 5304500 71.7464 8 178 1 0 0 
He     2 5304500 49.29863 9 189 1 0 0 
He     2 5304500 40.3455 101 190 1 0 0 
He     2 5304500 69.77105 112 201 1 0 0 
He     2 5304500 398.182 123 212 1 0 0 
He     2 5304500 399.7201 134 223 1 0 0 
He     2 5304500 4.874936 145 234 1 0 0 
He     2 5304500 468.2961 156 245 1 0 0 
He     2 5304500 141.606 167 256 1 0 0 
He     2 5304500 371.2121 178 267 1 0 0 
He     2 5304500 461.1195 189 278 1 0 0 
He     2 5304500 60.74338 190 289 1 0 0 
He     2 5304500 337.7218 201 290 1 0 0 
He     2 5304500 155.7278 212 101 1 0 0 
He     2 5304500 217.2822 223 112 1 0 0 
He     2 5304500 51.56585 234 123 1 0 0 
